case_id,case_type,description,urgency_level,social_impact,past_delays,duration,priority
CASE-2124,Traffic,Case related to medical in Traffic matters.,5,3,7,174,High
CASE-2125,Commercial,Case related to inheritance in Commercial matters.,3,2,5,903,Medium
CASE-2126,Criminal,Case related to murder in Criminal matters.,5,2,10,388,High
CASE-2127,Traffic,Case related to fraud in Traffic matters.,6,4,6,189,High
CASE-2128,Family,Case related to dispute in Family matters.,3,3,9,540,Medium
CASE-2129,Family,Case related to bail in Family matters.,5,3,7,347,High
CASE-2130,Commercial,Case related to tax in Commercial matters.,3,3,6,927,Medium
CASE-2131,Commercial,Case related to fraud in Commercial matters.,6,4,8,539,High
CASE-2132,Criminal,Case related to bail in Criminal matters.,5,3,3,357,High
CASE-2133,Family,Case related to permit in Family matters.,1,1,4,306,Low
CASE-2134,Criminal,Case related to murder in Criminal matters.,5,1,5,263,High
CASE-2135,Civil,Case related to tax in Civil matters.,4,5,10,839,Medium
CASE-2136,Criminal,Case related to inheritance in Criminal matters.,3,2,3,534,Medium
CASE-2137,Civil,Case related to divorce in Civil matters.,1,2,5,465,Low
CASE-2138,Civil,Case related to contract in Civil matters.,3,2,1,661,Medium
CASE-2139,Commercial,Case related to tax in Commercial matters.,3,1,7,902,Medium
CASE-2140,Criminal,Case related to emergency in Criminal matters.,5,2,9,400,High
CASE-2141,Traffic,Case related to fine in Traffic matters.,1,2,7,248,Low
CASE-2142,Family,Case related to inheritance in Family matters.,3,1,10,455,Medium
CASE-2143,Family,Case related to dispute in Family matters.,4,4,3,396,Medium
CASE-2144,Civil,Case related to intellectual in Civil matters.,4,4,2,758,Medium
CASE-2145,Commercial,Case related to contract in Commercial matters.,3,3,9,926,Medium
CASE-2146,Traffic,Case related to dispute in Traffic matters.,3,1,8,207,Medium
CASE-2147,Commercial,Case related to mutual in Commercial matters.,1,3,7,698,Low
CASE-2148,Criminal,Case related to fine in Criminal matters.,2,4,6,493,Low
CASE-2149,Civil,Case related to fine in Civil matters.,1,1,3,496,Low
CASE-2150,Family,Case related to emergency in Family matters.,6,5,0,273,High
CASE-2151,Criminal,Case related to fine in Criminal matters.,1,3,7,445,Low
CASE-2152,Traffic,Case related to murder in Traffic matters.,5,2,1,132,High
CASE-2153,Traffic,Case related to medical in Traffic matters.,5,3,3,112,High
CASE-2154,Commercial,Case related to threat in Commercial matters.,6,5,3,504,High
CASE-2155,Criminal,Case related to kidnap in Criminal matters.,6,5,3,364,High
CASE-2156,Civil,Case related to divorce in Civil matters.,1,3,0,490,Low
CASE-2157,Commercial,Case related to bail in Commercial matters.,6,5,2,462,High
CASE-2158,Commercial,Case related to dispute in Commercial matters.,3,3,8,952,Medium
CASE-2159,Civil,Case related to protection in Civil matters.,5,2,7,451,High
CASE-2160,Commercial,Case related to dispute in Commercial matters.,3,2,2,839,Medium
CASE-2161,Criminal,Case related to threat in Criminal matters.,6,4,1,308,High
CASE-2162,Civil,Case related to property in Civil matters.,4,4,7,796,Medium
CASE-2163,Traffic,Case related to rape in Traffic matters.,6,5,7,252,High
CASE-2164,Civil,Case related to property in Civil matters.,3,1,1,639,Medium
CASE-2165,Civil,Case related to tax in Civil matters.,3,2,7,708,Medium
CASE-2166,Commercial,Case related to corporate in Commercial matters.,3,3,4,850,Medium
CASE-2167,Civil,Case related to permit in Civil matters.,2,5,5,545,Low
CASE-2168,Civil,Case related to noise in Civil matters.,1,3,5,511,Low
CASE-2169,Commercial,Case related to protection in Commercial matters.,5,2,2,379,High
CASE-2170,Family,Case related to kidnap in Family matters.,5,2,4,213,High
CASE-2171,Family,Case related to dispute in Family matters.,4,4,0,351,Medium
CASE-2172,Commercial,Case related to license in Commercial matters.,1,1,10,709,Low
CASE-2173,Commercial,Case related to bail in Commercial matters.,6,4,9,518,High
CASE-2174,Commercial,Case related to traffic in Commercial matters.,2,4,3,664,Low
CASE-2175,Criminal,Case related to inheritance in Criminal matters.,3,2,8,590,Medium
CASE-2176,Commercial,Case related to protection in Commercial matters.,5,3,5,486,High
CASE-2177,Criminal,Case related to kidnap in Criminal matters.,6,4,1,268,High
CASE-2178,Family,Case related to dispute in Family matters.,3,3,8,455,Medium
CASE-2179,Civil,Case related to rape in Civil matters.,6,5,2,379,High
CASE-2180,Criminal,Case related to noise in Criminal matters.,2,4,4,490,Low
CASE-2181,Family,Case related to medical in Family matters.,5,1,3,179,High
CASE-2182,Civil,Case related to permit in Civil matters.,1,3,9,631,Low
CASE-2183,Commercial,Case related to threat in Commercial matters.,5,2,7,525,High
CASE-2184,Criminal,Case related to inheritance in Criminal matters.,3,3,10,693,Medium
CASE-2185,Family,Case related to tax in Family matters.,3,3,5,406,Medium
CASE-2186,Civil,Case related to mutual in Civil matters.,1,2,4,516,Low
CASE-2187,Commercial,Case related to intellectual in Commercial matters.,3,3,3,819,Medium
CASE-2188,Traffic,Case related to inheritance in Traffic matters.,4,5,3,205,Medium
CASE-2189,Commercial,Case related to divorce in Commercial matters.,1,1,9,686,Low
CASE-2190,Traffic,Case related to license in Traffic matters.,2,5,3,199,Low
CASE-2191,Family,Case related to protection in Family matters.,6,5,5,270,High
CASE-2192,Commercial,Case related to kidnap in Commercial matters.,6,5,9,577,High
CASE-2193,Commercial,Case related to bail in Commercial matters.,5,3,2,470,High
CASE-2194,Civil,Case related to protection in Civil matters.,5,2,3,369,High
CASE-2195,Commercial,Case related to kidnap in Commercial matters.,5,1,6,431,High
CASE-2196,Traffic,Case related to rape in Traffic matters.,5,1,3,60,High
CASE-2197,Civil,Case related to inheritance in Civil matters.,3,1,0,637,Medium
CASE-2198,Civil,Case related to murder in Civil matters.,6,4,8,472,High
CASE-2199,Traffic,Case related to merger in Traffic matters.,3,3,5,240,Medium
CASE-2200,Civil,Case related to kidnap in Civil matters.,6,5,8,457,High
CASE-2201,Criminal,Case related to fine in Criminal matters.,1,1,2,313,Low
CASE-2202,Family,Case related to medical in Family matters.,6,4,4,263,High
CASE-2203,Civil,Case related to fine in Civil matters.,2,5,6,633,Low
CASE-2204,Commercial,Case related to tax in Commercial matters.,4,4,7,931,Medium
CASE-2205,Commercial,Case related to divorce in Commercial matters.,1,1,6,632,Low
CASE-2206,Criminal,Case related to property in Criminal matters.,3,2,0,481,Medium
CASE-2207,Criminal,Case related to dispute in Criminal matters.,3,2,6,594,Medium
CASE-2208,Criminal,Case related to noise in Criminal matters.,2,5,8,535,Low
CASE-2209,Civil,Case related to threat in Civil matters.,5,3,9,431,High
CASE-2210,Traffic,Case related to merger in Traffic matters.,3,1,6,180,Medium
CASE-2211,Civil,Case related to merger in Civil matters.,3,3,4,693,Medium
CASE-2212,Criminal,Case related to intellectual in Criminal matters.,3,3,5,559,Medium
CASE-2213,Criminal,Case related to corporate in Criminal matters.,3,3,7,581,Medium
CASE-2214,Family,Case related to noise in Family matters.,1,3,2,278,Low
CASE-2215,Traffic,Case related to threat in Traffic matters.,5,2,8,248,High
CASE-2216,Criminal,Case related to property in Criminal matters.,3,3,7,635,Medium
CASE-2217,Traffic,Case related to noise in Traffic matters.,1,1,2,78,Low
CASE-2218,Family,Case related to fraud in Family matters.,6,5,6,310,High
CASE-2219,Family,Case related to rape in Family matters.,5,2,0,163,High
CASE-2220,Family,Case related to inheritance in Family matters.,3,1,5,355,Medium
CASE-2221,Family,Case related to bail in Family matters.,5,2,4,218,High
CASE-2222,Traffic,Case related to bail in Traffic matters.,5,1,7,214,High
CASE-2223,Traffic,Case related to permit in Traffic matters.,1,3,3,125,Low
CASE-2224,Commercial,Case related to emergency in Commercial matters.,5,3,6,529,High
CASE-2225,Civil,Case related to fraud in Civil matters.,5,3,0,345,High
CASE-2226,Criminal,Case related to protection in Criminal matters.,5,3,4,365,High
CASE-2227,Family,Case related to license in Family matters.,2,5,7,410,Low
CASE-2228,Traffic,Case related to noise in Traffic matters.,1,2,2,161,Low
CASE-2229,Family,Case related to corporate in Family matters.,3,3,4,379,Medium
CASE-2230,Civil,Case related to protection in Civil matters.,5,1,4,399,High
CASE-2231,Commercial,Case related to threat in Commercial matters.,6,5,10,575,High
CASE-2232,Family,Case related to rape in Family matters.,5,2,2,203,High
CASE-2233,Criminal,Case related to fine in Criminal matters.,2,5,3,493,Low
CASE-2234,Commercial,Case related to emergency in Commercial matters.,6,5,2,473,High
CASE-2235,Commercial,Case related to contract in Commercial matters.,3,3,9,987,Medium
CASE-2236,Traffic,Case related to kidnap in Traffic matters.,5,2,3,164,High
CASE-2237,Family,Case related to dispute in Family matters.,3,2,8,472,Medium
CASE-2238,Traffic,Case related to noise in Traffic matters.,1,1,3,159,Low
CASE-2239,Criminal,Case related to tax in Criminal matters.,3,3,4,549,Medium
CASE-2240,Commercial,Case related to divorce in Commercial matters.,2,5,3,666,Low
CASE-2241,Family,Case related to fine in Family matters.,1,3,9,414,Low
CASE-2242,Civil,Case related to noise in Civil matters.,1,1,7,560,Low
CASE-2243,Civil,Case related to inheritance in Civil matters.,3,1,6,754,Medium
CASE-2244,Commercial,Case related to tax in Commercial matters.,3,2,2,782,Medium
CASE-2245,Commercial,Case related to property in Commercial matters.,4,5,7,985,Medium
CASE-2246,Family,Case related to mutual in Family matters.,2,5,2,371,Low
CASE-2247,Criminal,Case related to murder in Criminal matters.,6,5,10,493,High
CASE-2248,Civil,Case related to protection in Civil matters.,6,4,1,330,High
CASE-2249,Civil,Case related to medical in Civil matters.,6,4,8,450,High
CASE-2250,Traffic,Case related to dispute in Traffic matters.,4,4,0,204,Medium
CASE-2251,Commercial,Case related to corporate in Commercial matters.,3,3,5,892,Medium
CASE-2252,Family,Case related to license in Family matters.,2,4,2,360,Low
CASE-2253,Commercial,Case related to corporate in Commercial matters.,4,5,6,979,Medium
CASE-2254,Family,Case related to traffic in Family matters.,1,3,10,458,Low
CASE-2255,Criminal,Case related to dispute in Criminal matters.,4,5,0,544,Medium
CASE-2256,Commercial,Case related to mutual in Commercial matters.,1,3,0,600,Low
CASE-2257,Civil,Case related to fine in Civil matters.,2,4,7,625,Low
CASE-2258,Family,Case related to threat in Family matters.,6,5,0,199,High
CASE-2259,Criminal,Case related to inheritance in Criminal matters.,3,1,5,500,Medium
CASE-2260,Commercial,Case related to divorce in Commercial matters.,1,1,10,637,Low
CASE-2261,Family,Case related to rape in Family matters.,6,4,0,208,High
CASE-2262,Family,Case related to dispute in Family matters.,4,5,4,452,Medium
CASE-2263,Family,Case related to corporate in Family matters.,3,3,9,449,Medium
CASE-2264,Commercial,Case related to merger in Commercial matters.,4,5,4,960,Medium
CASE-2265,Criminal,Case related to divorce in Criminal matters.,1,3,0,367,Low
CASE-2266,Family,Case related to fine in Family matters.,1,2,8,401,Low
CASE-2267,Family,Case related to emergency in Family matters.,5,2,8,292,High
CASE-2268,Commercial,Case related to rape in Commercial matters.,5,3,4,502,High
CASE-2269,Commercial,Case related to kidnap in Commercial matters.,5,1,1,343,High
CASE-2270,Family,Case related to dispute in Family matters.,4,4,8,493,Medium
CASE-2271,Family,Case related to license in Family matters.,1,1,3,282,Low
CASE-2272,Family,Case related to property in Family matters.,3,3,0,393,Medium
CASE-2273,Civil,Case related to mutual in Civil matters.,1,1,6,468,Low
CASE-2274,Traffic,Case related to fraud in Traffic matters.,6,4,9,307,High
CASE-2275,Traffic,Case related to license in Traffic matters.,1,3,3,151,Low
CASE-2276,Traffic,Case related to protection in Traffic matters.,6,4,8,274,High
CASE-2277,Civil,Case related to threat in Civil matters.,5,1,3,297,High
CASE-2278,Civil,Case related to traffic in Civil matters.,1,1,5,501,Low
CASE-2279,Family,Case related to corporate in Family matters.,3,1,1,306,Medium
CASE-2280,Family,Case related to permit in Family matters.,1,2,2,244,Low
CASE-2281,Family,Case related to noise in Family matters.,2,4,1,260,Low
CASE-2282,Family,Case related to emergency in Family matters.,5,1,8,314,High
CASE-2283,Family,Case related to inheritance in Family matters.,4,4,5,475,Medium
CASE-2284,Family,Case related to inheritance in Family matters.,3,1,0,325,Medium
CASE-2285,Commercial,Case related to corporate in Commercial matters.,3,3,3,881,Medium
CASE-2286,Traffic,Case related to mutual in Traffic matters.,1,2,7,204,Low
CASE-2287,Traffic,Case related to property in Traffic matters.,3,1,0,98,Medium
CASE-2288,Commercial,Case related to threat in Commercial matters.,6,4,1,469,High
CASE-2289,Commercial,Case related to protection in Commercial matters.,5,3,9,498,High
CASE-2290,Traffic,Case related to dispute in Traffic matters.,3,2,8,255,Medium
CASE-2291,Family,Case related to intellectual in Family matters.,3,2,4,350,Medium
CASE-2292,Family,Case related to permit in Family matters.,1,1,3,222,Low
CASE-2293,Commercial,Case related to protection in Commercial matters.,5,3,8,577,High
CASE-2294,Traffic,Case related to merger in Traffic matters.,4,4,7,244,Medium
CASE-2295,Criminal,Case related to dispute in Criminal matters.,3,3,5,572,Medium
CASE-2296,Family,Case related to license in Family matters.,1,1,8,349,Low
CASE-2297,Commercial,Case related to intellectual in Commercial matters.,3,3,0,846,Medium
CASE-2298,Civil,Case related to murder in Civil matters.,6,4,9,522,High
CASE-2299,Criminal,Case related to mutual in Criminal matters.,2,4,7,462,Low
CASE-2300,Criminal,Case related to emergency in Criminal matters.,6,5,5,404,High
CASE-2301,Traffic,Case related to traffic in Traffic matters.,1,3,3,166,Low
CASE-2302,Traffic,Case related to mutual in Traffic matters.,1,2,7,212,Low
CASE-2303,Civil,Case related to license in Civil matters.,1,3,4,503,Low
CASE-2304,Traffic,Case related to traffic in Traffic matters.,1,1,9,185,Low
CASE-2305,Commercial,Case related to permit in Commercial matters.,2,5,3,660,Low
CASE-2306,Commercial,Case related to medical in Commercial matters.,6,4,0,399,High
CASE-2307,Family,Case related to protection in Family matters.,5,1,10,310,High
CASE-2308,Commercial,Case related to permit in Commercial matters.,1,3,8,637,Low
CASE-2309,Commercial,Case related to kidnap in Commercial matters.,5,3,8,526,High
CASE-2310,Traffic,Case related to rape in Traffic matters.,6,5,2,207,High
CASE-2311,Criminal,Case related to traffic in Criminal matters.,2,5,6,485,Low
CASE-2312,Criminal,Case related to corporate in Criminal matters.,3,3,8,605,Medium
CASE-2313,Traffic,Case related to fraud in Traffic matters.,5,2,6,122,High
CASE-2314,Family,Case related to kidnap in Family matters.,5,2,6,234,High
CASE-2315,Traffic,Case related to emergency in Traffic matters.,5,2,4,124,High
CASE-2316,Commercial,Case related to rape in Commercial matters.,5,1,1,394,High
CASE-2317,Traffic,Case related to bail in Traffic matters.,6,5,0,146,High
CASE-2318,Commercial,Case related to protection in Commercial matters.,5,3,7,510,High
CASE-2319,Commercial,Case related to threat in Commercial matters.,5,3,9,529,High
CASE-2320,Civil,Case related to divorce in Civil matters.,2,5,8,610,Low
CASE-2321,Criminal,Case related to noise in Criminal matters.,2,4,8,478,Low
CASE-2322,Traffic,Case related to fine in Traffic matters.,1,1,0,109,Low
CASE-2323,Family,Case related to mutual in Family matters.,1,3,2,302,Low
CASE-2324,Criminal,Case related to merger in Criminal matters.,4,4,6,585,Medium
CASE-2325,Criminal,Case related to tax in Criminal matters.,3,1,6,565,Medium
CASE-2326,Family,Case related to mutual in Family matters.,1,1,6,282,Low
CASE-2327,Criminal,Case related to murder in Criminal matters.,6,4,9,388,High
CASE-2328,Criminal,Case related to medical in Criminal matters.,5,3,7,372,High
CASE-2329,Civil,Case related to kidnap in Civil matters.,5,3,10,507,High
CASE-2330,Civil,Case related to fine in Civil matters.,1,3,5,581,Low
CASE-2331,Traffic,Case related to tax in Traffic matters.,3,3,4,223,Medium
CASE-2332,Criminal,Case related to murder in Criminal matters.,6,4,5,408,High
CASE-2333,Traffic,Case related to corporate in Traffic matters.,3,1,10,280,Medium
CASE-2334,Traffic,Case related to intellectual in Traffic matters.,3,1,4,142,Medium
CASE-2335,Traffic,Case related to intellectual in Traffic matters.,4,4,0,128,Medium
CASE-2336,Civil,Case related to mutual in Civil matters.,2,4,10,655,Low
CASE-2337,Family,Case related to medical in Family matters.,6,4,9,369,High
CASE-2338,Civil,Case related to mutual in Civil matters.,1,2,2,479,Low
CASE-2339,Commercial,Case related to contract in Commercial matters.,3,1,2,811,Medium
CASE-2340,Civil,Case related to merger in Civil matters.,3,1,1,633,Medium
CASE-2341,Criminal,Case related to dispute in Criminal matters.,3,1,6,575,Medium
CASE-2342,Family,Case related to kidnap in Family matters.,5,3,0,170,High
CASE-2343,Commercial,Case related to property in Commercial matters.,3,1,9,917,Medium
CASE-2344,Civil,Case related to fine in Civil matters.,2,4,7,538,Low
CASE-2345,Criminal,Case related to intellectual in Criminal matters.,3,1,0,499,Medium
CASE-2346,Civil,Case related to emergency in Civil matters.,5,2,1,322,High
CASE-2347,Civil,Case related to protection in Civil matters.,5,3,1,314,High
CASE-2348,Commercial,Case related to property in Commercial matters.,3,2,0,827,Medium
CASE-2349,Commercial,Case related to protection in Commercial matters.,6,5,2,475,High
CASE-2350,Criminal,Case related to permit in Criminal matters.,2,5,5,456,Low
CASE-2351,Family,Case related to divorce in Family matters.,2,4,9,395,Low
CASE-2352,Civil,Case related to fine in Civil matters.,2,4,8,632,Low
CASE-2353,Family,Case related to fine in Family matters.,2,5,6,367,Low
CASE-2354,Traffic,Case related to inheritance in Traffic matters.,3,1,8,235,Medium
CASE-2355,Commercial,Case related to property in Commercial matters.,3,2,7,925,Medium
CASE-2356,Commercial,Case related to property in Commercial matters.,3,2,0,740,Medium
CASE-2357,Family,Case related to threat in Family matters.,6,5,1,260,High
CASE-2358,Traffic,Case related to tax in Traffic matters.,3,2,0,159,Medium
CASE-2359,Civil,Case related to corporate in Civil matters.,3,3,0,616,Medium
CASE-2360,Traffic,Case related to property in Traffic matters.,3,1,9,214,Medium
CASE-2361,Criminal,Case related to divorce in Criminal matters.,2,5,1,399,Low
CASE-2362,Traffic,Case related to mutual in Traffic matters.,2,4,0,170,Low
CASE-2363,Civil,Case related to corporate in Civil matters.,3,3,5,748,Medium
CASE-2364,Criminal,Case related to contract in Criminal matters.,4,5,0,506,Medium
CASE-2365,Civil,Case related to emergency in Civil matters.,5,2,6,428,High
CASE-2366,Criminal,Case related to mutual in Criminal matters.,2,4,9,557,Low
CASE-2367,Civil,Case related to murder in Civil matters.,6,5,10,564,High
CASE-2368,Criminal,Case related to noise in Criminal matters.,1,3,6,418,Low
CASE-2369,Civil,Case related to emergency in Civil matters.,6,5,1,435,High
CASE-2370,Commercial,Case related to emergency in Commercial matters.,6,4,4,457,High
CASE-2371,Criminal,Case related to murder in Criminal matters.,5,1,9,387,High
CASE-2372,Traffic,Case related to tax in Traffic matters.,3,2,0,168,Medium
CASE-2373,Criminal,Case related to license in Criminal matters.,2,5,6,475,Low
CASE-2374,Civil,Case related to permit in Civil matters.,1,2,0,440,Low
CASE-2375,Criminal,Case related to intellectual in Criminal matters.,3,3,2,500,Medium
CASE-2376,Family,Case related to mutual in Family matters.,2,4,1,304,Low
CASE-2377,Civil,Case related to permit in Civil matters.,1,1,4,521,Low
CASE-2378,Criminal,Case related to traffic in Criminal matters.,1,1,1,298,Low
CASE-2379,Commercial,Case related to medical in Commercial matters.,6,5,3,498,High
CASE-2380,Criminal,Case related to traffic in Criminal matters.,1,3,5,448,Low
CASE-2381,Criminal,Case related to emergency in Criminal matters.,5,1,4,299,High
CASE-2382,Civil,Case related to inheritance in Civil matters.,3,3,1,695,Medium
CASE-2383,Criminal,Case related to license in Criminal matters.,1,2,3,364,Low
CASE-2384,Family,Case related to intellectual in Family matters.,3,2,4,373,Medium
CASE-2385,Traffic,Case related to fine in Traffic matters.,2,4,9,234,Low
CASE-2386,Commercial,Case related to dispute in Commercial matters.,3,2,3,851,Medium
CASE-2387,Commercial,Case related to medical in Commercial matters.,6,4,5,522,High
CASE-2388,Civil,Case related to fraud in Civil matters.,5,3,10,486,High
CASE-2389,Civil,Case related to dispute in Civil matters.,3,1,3,702,Medium
CASE-2390,Commercial,Case related to property in Commercial matters.,4,4,8,960,Medium
CASE-2391,Traffic,Case related to emergency in Traffic matters.,5,2,8,216,High
CASE-2392,Commercial,Case related to fine in Commercial matters.,1,1,1,555,Low
CASE-2393,Criminal,Case related to mutual in Criminal matters.,1,3,3,358,Low
CASE-2394,Traffic,Case related to corporate in Traffic matters.,4,4,7,317,Medium
CASE-2395,Commercial,Case related to rape in Commercial matters.,5,2,8,547,High
CASE-2396,Family,Case related to traffic in Family matters.,2,5,7,424,Low
CASE-2397,Commercial,Case related to kidnap in Commercial matters.,5,2,8,554,High
CASE-2398,Traffic,Case related to contract in Traffic matters.,3,3,10,277,Medium
CASE-2399,Criminal,Case related to fraud in Criminal matters.,5,1,4,328,High
CASE-2400,Civil,Case related to threat in Civil matters.,6,4,2,404,High
CASE-2401,Criminal,Case related to dispute in Criminal matters.,3,3,4,600,Medium
CASE-2402,Civil,Case related to fine in Civil matters.,1,3,10,647,Low
CASE-2403,Civil,Case related to kidnap in Civil matters.,5,1,0,343,High
CASE-2404,Traffic,Case related to inheritance in Traffic matters.,3,2,1,165,Medium
CASE-2405,Family,Case related to contract in Family matters.,4,5,4,465,Medium
CASE-2406,Commercial,Case related to mutual in Commercial matters.,2,4,10,738,Low
CASE-2407,Family,Case related to bail in Family matters.,5,1,2,214,High
CASE-2408,Criminal,Case related to fraud in Criminal matters.,6,4,10,467,High
CASE-2409,Family,Case related to contract in Family matters.,3,1,3,333,Medium
CASE-2410,Commercial,Case related to contract in Commercial matters.,4,4,0,825,Medium
CASE-2411,Traffic,Case related to fine in Traffic matters.,1,3,1,127,Low
CASE-2412,Traffic,Case related to protection in Traffic matters.,5,3,2,181,High
CASE-2413,Criminal,Case related to mutual in Criminal matters.,1,1,3,387,Low
CASE-2414,Commercial,Case related to medical in Commercial matters.,5,2,6,450,High
CASE-2415,Commercial,Case related to divorce in Commercial matters.,2,4,5,689,Low
CASE-2416,Family,Case related to fine in Family matters.,1,3,2,247,Low
CASE-2417,Criminal,Case related to dispute in Criminal matters.,3,3,7,606,Medium
CASE-2418,Criminal,Case related to property in Criminal matters.,3,1,3,556,Medium
CASE-2419,Commercial,Case related to fraud in Commercial matters.,5,1,2,377,High
CASE-2420,Civil,Case related to contract in Civil matters.,4,4,8,780,Medium
CASE-2421,Traffic,Case related to noise in Traffic matters.,2,4,1,174,Low
CASE-2422,Civil,Case related to mutual in Civil matters.,1,1,4,472,Low
CASE-2423,Family,Case related to noise in Family matters.,1,1,6,324,Low
CASE-2424,Traffic,Case related to mutual in Traffic matters.,2,5,9,292,Low
CASE-2425,Criminal,Case related to divorce in Criminal matters.,1,1,4,418,Low
CASE-2426,Commercial,Case related to permit in Commercial matters.,2,4,0,606,Low
CASE-2427,Criminal,Case related to permit in Criminal matters.,1,1,10,516,Low
CASE-2428,Commercial,Case related to merger in Commercial matters.,3,2,10,960,Medium
CASE-2429,Commercial,Case related to divorce in Commercial matters.,2,4,2,651,Low
CASE-2430,Commercial,Case related to intellectual in Commercial matters.,4,4,5,916,Medium
CASE-2431,Civil,Case related to rape in Civil matters.,5,1,9,459,High
CASE-2432,Family,Case related to intellectual in Family matters.,4,4,2,417,Medium
CASE-2433,Family,Case related to permit in Family matters.,1,3,7,357,Low
CASE-2434,Criminal,Case related to divorce in Criminal matters.,2,4,10,501,Low
CASE-2435,Family,Case related to inheritance in Family matters.,3,1,4,394,Medium
CASE-2436,Criminal,Case related to tax in Criminal matters.,3,3,9,602,Medium
CASE-2437,Family,Case related to medical in Family matters.,6,4,3,295,High
CASE-2438,Family,Case related to rape in Family matters.,6,4,9,390,High
CASE-2439,Traffic,Case related to traffic in Traffic matters.,2,4,8,286,Low
CASE-2440,Commercial,Case related to corporate in Commercial matters.,3,2,3,813,Medium
CASE-2441,Commercial,Case related to contract in Commercial matters.,3,2,3,826,Medium
CASE-2442,Civil,Case related to property in Civil matters.,3,1,3,645,Medium
CASE-2443,Traffic,Case related to kidnap in Traffic matters.,5,1,4,95,High
CASE-2444,Criminal,Case related to rape in Criminal matters.,5,3,1,323,High
CASE-2445,Family,Case related to fraud in Family matters.,5,2,7,315,High
CASE-2446,Civil,Case related to rape in Civil matters.,5,1,4,343,High
CASE-2447,Traffic,Case related to fine in Traffic matters.,1,1,0,123,Low
CASE-2448,Criminal,Case related to kidnap in Criminal matters.,6,5,9,439,High
CASE-2449,Family,Case related to divorce in Family matters.,1,3,5,362,Low
CASE-2450,Criminal,Case related to kidnap in Criminal matters.,5,1,9,392,High
CASE-2451,Family,Case related to license in Family matters.,2,4,3,328,Low
CASE-2452,Commercial,Case related to kidnap in Commercial matters.,5,2,8,495,High
CASE-2453,Traffic,Case related to rape in Traffic matters.,5,2,10,228,High
CASE-2454,Commercial,Case related to mutual in Commercial matters.,1,3,9,649,Low
CASE-2455,Criminal,Case related to fraud in Criminal matters.,6,4,2,346,High
CASE-2456,Commercial,Case related to permit in Commercial matters.,2,5,3,599,Low
CASE-2457,Civil,Case related to corporate in Civil matters.,3,2,8,761,Medium
CASE-2458,Criminal,Case related to traffic in Criminal matters.,2,5,7,538,Low
CASE-2459,Criminal,Case related to rape in Criminal matters.,5,3,8,440,High
CASE-2460,Family,Case related to license in Family matters.,1,1,1,235,Low
CASE-2461,Traffic,Case related to property in Traffic matters.,4,4,5,211,Medium
CASE-2462,Family,Case related to kidnap in Family matters.,5,3,5,271,High
CASE-2463,Family,Case related to noise in Family matters.,1,3,4,274,Low
CASE-2464,Family,Case related to permit in Family matters.,2,5,2,316,Low
CASE-2465,Civil,Case related to protection in Civil matters.,6,4,7,423,High
CASE-2466,Civil,Case related to corporate in Civil matters.,4,5,2,763,Medium
CASE-2467,Commercial,Case related to tax in Commercial matters.,4,5,2,918,Medium
CASE-2468,Family,Case related to tax in Family matters.,4,5,7,515,Medium
CASE-2469,Family,Case related to murder in Family matters.,6,4,7,346,High
CASE-2470,Traffic,Case related to license in Traffic matters.,1,2,2,176,Low
CASE-2471,Traffic,Case related to rape in Traffic matters.,5,1,2,46,High
CASE-2472,Civil,Case related to dispute in Civil matters.,4,4,10,853,Medium
CASE-2473,Traffic,Case related to mutual in Traffic matters.,2,5,5,245,Low
CASE-2474,Traffic,Case related to threat in Traffic matters.,5,2,10,267,High
CASE-2475,Traffic,Case related to bail in Traffic matters.,5,3,8,239,High
CASE-2476,Criminal,Case related to kidnap in Criminal matters.,5,1,9,401,High
CASE-2477,Commercial,Case related to inheritance in Commercial matters.,3,3,3,883,Medium
CASE-2478,Criminal,Case related to protection in Criminal matters.,6,4,10,449,High
CASE-2479,Civil,Case related to murder in Civil matters.,5,3,0,341,High
CASE-2480,Commercial,Case related to permit in Commercial matters.,2,4,10,701,Low
CASE-2481,Family,Case related to fraud in Family matters.,5,3,3,274,High
CASE-2482,Commercial,Case related to kidnap in Commercial matters.,5,2,5,440,High
CASE-2483,Traffic,Case related to traffic in Traffic matters.,1,2,2,163,Low
CASE-2484,Family,Case related to threat in Family matters.,6,5,6,311,High
CASE-2485,Traffic,Case related to mutual in Traffic matters.,2,4,9,244,Low
CASE-2486,Family,Case related to merger in Family matters.,4,5,5,426,Medium
CASE-2487,Commercial,Case related to bail in Commercial matters.,6,4,4,486,High
CASE-2488,Traffic,Case related to corporate in Traffic matters.,4,4,6,301,Medium
CASE-2489,Criminal,Case related to dispute in Criminal matters.,4,4,10,728,Medium
CASE-2490,Civil,Case related to license in Civil matters.,1,3,7,565,Low
CASE-2491,Traffic,Case related to contract in Traffic matters.,4,4,6,300,Medium
CASE-2492,Civil,Case related to bail in Civil matters.,5,3,8,438,High
CASE-2493,Civil,Case related to murder in Civil matters.,6,4,1,388,High
CASE-2494,Commercial,Case related to inheritance in Commercial matters.,3,2,1,802,Medium
CASE-2495,Commercial,Case related to threat in Commercial matters.,5,3,2,440,High
CASE-2496,Civil,Case related to intellectual in Civil matters.,3,3,1,681,Medium
CASE-2497,Family,Case related to contract in Family matters.,4,5,4,451,Medium
CASE-2498,Family,Case related to threat in Family matters.,6,4,2,279,High
