case_id,case_type,category,case_age_days,urgency,filing_date,duration,priority,status
CASE-2026-2054,Commercial,Financial,3044,5,2017-11-26,628,High,Pending
CASE-2026-2055,Traffic,Public Interest,3348,2,2017-01-26,30,High,Pending
CASE-2026-2056,Commercial,Public Interest,1795,2,2021-04-28,666,Medium,Pending
CASE-2026-2057,Family,Public Interest,586,1,2024-08-19,365,Low,Resolved
CASE-2026-2058,Commercial,High Stakes,646,4,2024-06-20,934,High,Pending
CASE-2026-2059,Traffic,Financial,938,1,2023-09-02,123,Low,Resolved
CASE-2026-2060,Criminal,Routine,1846,4,2021-03-08,374,High,Resolved
CASE-2026-2061,Traffic,High Stakes,1194,1,2022-12-20,92,Medium,Pending
CASE-2026-2062,Traffic,Public Interest,2190,3,2020-03-29,128,Medium,Pending
CASE-2026-2063,Criminal,Public Interest,891,4,2023-10-19,580,High,Pending
CASE-2026-2064,Criminal,Public Interest,808,2,2024-01-10,537,Medium,Pending
CASE-2026-2065,Civil,Routine,3624,5,2016-04-25,407,High,Pending
CASE-2026-2066,Commercial,Public Interest,1866,3,2021-02-16,752,Medium,Pending
CASE-2026-2067,Criminal,Financial,1250,3,2022-10-25,496,High,Pending
CASE-2026-2068,Family,Personal,1572,5,2021-12-07,340,High,Resolved
CASE-2026-2069,Commercial,Routine,166,1,2025-10-13,493,Low,Pending
CASE-2026-2070,Traffic,Routine,1078,2,2023-04-15,89,Medium,Pending
CASE-2026-2071,Commercial,Personal,240,5,2025-07-31,673,High,Pending
CASE-2026-2072,Family,Personal,3003,2,2018-01-06,143,High,Pending
CASE-2026-2073,Commercial,Personal,2833,3,2018-06-25,498,High,Pending
CASE-2026-2074,Civil,High Stakes,1933,4,2020-12-11,689,High,Pending
CASE-2026-2075,Commercial,High Stakes,3080,5,2017-10-21,799,High,Pending
CASE-2026-2076,Family,Financial,2316,4,2019-11-24,316,High,Resolved
CASE-2026-2077,Commercial,Routine,3452,3,2016-10-14,415,High,Pending
CASE-2026-2078,Commercial,Routine,2378,3,2019-09-23,483,Medium,Resolved
CASE-2026-2079,Traffic,Public Interest,507,2,2024-11-06,147,Medium,Pending
CASE-2026-2080,Commercial,High Stakes,2157,3,2020-05-01,868,Medium,Pending
CASE-2026-2081,Criminal,Financial,1844,5,2021-03-10,543,High,Pending
CASE-2026-2082,Traffic,Financial,1125,3,2023-02-27,143,Medium,Pending
CASE-2026-2083,Traffic,Financial,2121,4,2020-06-06,159,High,Pending
CASE-2026-2084,Criminal,Financial,950,5,2023-08-21,550,High,Pending
CASE-2026-2085,Civil,Financial,1131,4,2023-02-21,617,High,Pending
CASE-2026-2086,Traffic,High Stakes,2529,3,2019-04-25,120,High,Pending
CASE-2026-2087,Criminal,Personal,816,5,2024-01-02,435,High,Pending
CASE-2026-2088,Civil,Financial,1656,2,2021-09-14,528,Medium,Pending
CASE-2026-2089,Criminal,Routine,297,5,2025-06-04,420,High,Pending
CASE-2026-2090,Criminal,Public Interest,3648,5,2016-04-01,449,High,Pending
CASE-2026-2091,Civil,Routine,2800,5,2018-07-28,393,High,Pending
CASE-2026-2092,Civil,Public Interest,3572,5,2016-06-16,535,High,Pending
CASE-2026-2093,Traffic,Personal,3215,2,2017-06-08,30,High,Resolved
CASE-2026-2094,Criminal,Personal,2625,4,2019-01-19,320,High,Pending
CASE-2026-2095,Commercial,Financial,3367,5,2017-01-07,616,High,Resolved
CASE-2026-2096,Civil,Financial,1306,2,2022-08-30,568,Medium,Pending
CASE-2026-2097,Criminal,Public Interest,3142,3,2017-08-20,384,High,Pending
CASE-2026-2098,Family,Financial,156,2,2025-10-23,343,Medium,Resolved
CASE-2026-2099,Traffic,Routine,3490,5,2016-09-06,50,High,Pending
CASE-2026-2100,Family,Personal,2338,5,2019-11-02,261,High,Pending
CASE-2026-2101,Family,Financial,393,2,2025-02-28,333,Medium,Resolved
CASE-2026-2102,Criminal,Routine,1890,4,2021-01-23,319,High,Pending
CASE-2026-2103,Commercial,Public Interest,2755,4,2018-09-11,689,High,Pending
CASE-2026-2104,Criminal,High Stakes,70,3,2026-01-17,643,High,Pending
CASE-2026-2105,Criminal,Routine,1811,3,2021-04-12,283,High,Pending
CASE-2026-2106,Commercial,Personal,1112,2,2023-03-12,532,Medium,Pending
CASE-2026-2107,Civil,High Stakes,708,3,2024-04-19,796,Medium,Pending
CASE-2026-2108,Commercial,Personal,3333,5,2017-02-10,530,High,Pending
CASE-2026-2109,Family,High Stakes,3446,3,2016-10-20,300,High,Pending
CASE-2026-2110,Traffic,Financial,389,4,2025-03-04,238,High,Pending
CASE-2026-2111,Family,Routine,2337,4,2019-11-03,282,High,Pending
CASE-2026-2112,Civil,Financial,248,1,2025-07-23,542,Low,Pending
CASE-2026-2113,Criminal,Personal,143,4,2025-11-05,478,High,Resolved
CASE-2026-2114,Traffic,Routine,2588,3,2019-02-25,30,High,Pending
CASE-2026-2115,Family,Personal,608,5,2024-07-28,417,High,Pending
CASE-2026-2116,Commercial,Personal,2239,5,2020-02-09,532,High,Pending
CASE-2026-2117,Traffic,Financial,1437,5,2022-04-21,183,High,Pending
CASE-2026-2118,Criminal,Public Interest,3376,3,2016-12-29,371,High,Pending
CASE-2026-2119,Commercial,Financial,3226,4,2017-05-28,612,High,Pending
CASE-2026-2120,Traffic,Financial,2225,3,2020-02-23,118,Medium,Pending
CASE-2026-2121,Criminal,Financial,192,4,2025-09-17,580,High,Pending
CASE-2026-2122,Family,Public Interest,572,3,2024-09-02,399,Medium,Resolved
CASE-2026-2123,Civil,Financial,1917,2,2020-12-27,503,Medium,Pending
CASE-2026-2124,Criminal,Personal,3179,4,2017-07-14,339,High,Pending
CASE-2026-2125,Family,High Stakes,2846,4,2018-06-12,369,High,Pending
CASE-2026-2126,Commercial,Personal,376,4,2025-03-17,601,High,Resolved
CASE-2026-2127,Family,Financial,1762,5,2021-05-31,392,High,Pending
CASE-2026-2128,Family,Financial,1745,4,2021-06-17,318,High,Resolved
CASE-2026-2129,Civil,Routine,3473,5,2016-09-23,360,High,Pending
CASE-2026-2130,Traffic,Personal,166,1,2025-10-13,87,Low,Pending
CASE-2026-2131,Criminal,Personal,2216,5,2020-03-03,365,High,Pending
CASE-2026-2132,Criminal,High Stakes,3064,3,2017-11-06,448,High,Pending
CASE-2026-2133,Traffic,Financial,2349,5,2019-10-22,115,High,Pending
CASE-2026-2134,Family,Personal,1842,5,2021-03-12,324,High,Pending
CASE-2026-2135,Criminal,Public Interest,67,3,2026-01-20,554,High,Resolved
CASE-2026-2136,Civil,Routine,3098,5,2017-10-03,395,High,Pending
CASE-2026-2137,Traffic,High Stakes,2874,2,2018-05-15,30,High,Resolved
CASE-2026-2138,Criminal,Routine,3388,4,2016-12-17,294,High,Pending
CASE-2026-2139,Commercial,Personal,2034,5,2020-09-01,544,High,Pending
CASE-2026-2140,Traffic,Public Interest,3355,4,2017-01-19,73,High,Pending
CASE-2026-2141,Traffic,Financial,204,4,2025-09-05,181,High,Resolved
CASE-2026-2142,Family,Public Interest,2332,3,2019-11-08,324,Medium,Pending
CASE-2026-2143,Civil,Financial,2248,4,2020-01-31,555,High,Pending
CASE-2026-2144,Traffic,Personal,2971,5,2018-02-07,127,High,Pending
CASE-2026-2145,Commercial,Public Interest,477,1,2024-12-06,679,Low,Resolved
CASE-2026-2146,Criminal,Public Interest,847,2,2023-12-02,454,Medium,Resolved
CASE-2026-2147,Civil,High Stakes,2225,3,2020-02-23,652,Medium,Resolved
CASE-2026-2148,Traffic,High Stakes,3409,4,2016-11-26,70,High,Pending
CASE-2026-2149,Criminal,Routine,1423,5,2022-05-05,388,High,Pending
CASE-2026-2150,Civil,Financial,2787,3,2018-08-10,512,High,Pending
CASE-2026-2151,Commercial,Personal,726,3,2024-04-01,549,Medium,Pending
CASE-2026-2152,Criminal,Public Interest,196,3,2025-09-13,528,High,Pending
CASE-2026-2153,Commercial,Routine,2721,4,2018-10-15,450,High,Pending
CASE-2026-2154,Commercial,Public Interest,3379,2,2016-12-26,562,High,Pending
CASE-2026-2155,Traffic,Personal,3305,5,2017-03-10,49,High,Pending
CASE-2026-2156,Commercial,High Stakes,717,5,2024-04-10,984,High,Pending
CASE-2026-2157,Family,Financial,2890,5,2018-04-29,309,High,Pending
CASE-2026-2158,Commercial,Financial,2502,3,2019-05-22,608,High,Pending
CASE-2026-2159,Civil,Personal,3597,5,2016-05-22,455,High,Pending
CASE-2026-2160,Commercial,Financial,264,2,2025-07-07,755,Medium,Pending
CASE-2026-2161,Family,High Stakes,124,2,2025-11-24,495,Medium,Pending
CASE-2026-2162,Commercial,Routine,1779,2,2021-05-14,443,Medium,Pending
CASE-2026-2163,Traffic,Routine,1800,1,2021-04-23,30,Medium,Pending
CASE-2026-2164,Family,High Stakes,2223,5,2020-02-25,429,High,Pending
CASE-2026-2165,Civil,Routine,1743,2,2021-06-19,363,Medium,Pending
CASE-2026-2166,Criminal,Personal,1932,5,2020-12-12,438,High,Resolved
CASE-2026-2167,Civil,Routine,770,5,2024-02-17,472,High,Resolved
CASE-2026-2168,Civil,Routine,1866,4,2021-02-16,433,High,Pending
CASE-2026-2169,Traffic,Routine,1675,3,2021-08-26,47,Medium,Pending
CASE-2026-2170,Civil,Financial,1481,5,2022-03-08,636,High,Pending
CASE-2026-2171,Civil,Routine,432,1,2025-01-20,375,Low,Pending
CASE-2026-2172,Family,High Stakes,3373,3,2017-01-01,347,High,Pending
CASE-2026-2173,Criminal,Public Interest,2828,4,2018-06-30,457,High,Pending
CASE-2026-2174,Civil,Public Interest,1676,2,2021-08-25,536,Medium,Resolved
CASE-2026-2175,Family,High Stakes,1599,5,2021-11-10,465,High,Pending
CASE-2026-2176,Commercial,Routine,70,3,2026-01-17,612,Medium,Pending
CASE-2026-2177,Family,Routine,1913,5,2020-12-31,265,High,Resolved
CASE-2026-2178,Commercial,Public Interest,3080,4,2017-10-21,651,High,Pending
CASE-2026-2179,Commercial,Public Interest,1714,3,2021-07-18,769,Medium,Pending
CASE-2026-2180,Family,High Stakes,1448,4,2022-04-10,422,High,Pending
CASE-2026-2181,Criminal,Personal,2026,5,2020-09-09,386,High,Pending
CASE-2026-2182,Traffic,Routine,1104,2,2023-03-20,33,Medium,Resolved
CASE-2026-2183,Family,Financial,545,1,2024-09-29,356,Low,Pending
CASE-2026-2184,Criminal,High Stakes,2302,3,2019-12-08,560,High,Pending
CASE-2026-2185,Civil,Routine,2425,3,2019-08-07,413,Medium,Pending
CASE-2026-2186,Civil,High Stakes,828,2,2023-12-21,692,Medium,Pending
CASE-2026-2187,Commercial,Financial,1778,3,2021-05-15,656,Medium,Pending
CASE-2026-2188,Civil,Personal,1564,5,2021-12-15,513,High,Pending
CASE-2026-2189,Traffic,High Stakes,380,5,2025-03-13,246,High,Pending
CASE-2026-2190,Commercial,Financial,1035,3,2023-05-28,689,Medium,Pending
CASE-2026-2191,Traffic,Financial,770,4,2024-02-17,223,High,Pending
CASE-2026-2192,Criminal,High Stakes,3451,3,2016-10-15,478,High,Pending
CASE-2026-2193,Traffic,High Stakes,3512,3,2016-08-15,52,High,Resolved
CASE-2026-2194,Civil,Routine,3289,4,2017-03-26,316,High,Pending
CASE-2026-2195,Traffic,Routine,3429,5,2016-11-06,91,High,Pending
CASE-2026-2196,Traffic,Personal,2674,5,2018-12-01,95,High,Resolved
CASE-2026-2197,Civil,High Stakes,2290,4,2019-12-20,692,High,Pending
CASE-2026-2198,Family,Public Interest,700,3,2024-04-27,460,Medium,Pending
CASE-2026-2199,Commercial,Public Interest,3563,5,2016-06-25,704,High,Resolved
CASE-2026-2200,Criminal,Routine,1360,3,2022-07-07,322,High,Resolved
CASE-2026-2201,Civil,Personal,1844,4,2021-03-10,507,High,Pending
CASE-2026-2202,Commercial,Public Interest,2767,5,2018-08-30,763,High,Pending
CASE-2026-2203,Family,Personal,395,4,2025-02-26,324,High,Pending
CASE-2026-2204,Traffic,Routine,774,1,2024-02-13,30,Low,Pending
CASE-2026-2205,Traffic,Public Interest,126,2,2025-11-22,157,Medium,Resolved
CASE-2026-2206,Family,Personal,3157,5,2017-08-05,267,High,Resolved
CASE-2026-2207,Traffic,Financial,3373,2,2017-01-01,30,High,Pending
CASE-2026-2208,Family,High Stakes,2722,2,2018-10-14,364,High,Pending
CASE-2026-2209,Commercial,High Stakes,1532,2,2022-01-16,853,Medium,Resolved
CASE-2026-2210,Civil,Personal,2294,5,2019-12-16,459,High,Pending
CASE-2026-2211,Traffic,Routine,2746,3,2018-09-20,64,High,Pending
CASE-2026-2212,Civil,Financial,2824,3,2018-07-04,518,High,Pending
CASE-2026-2213,Traffic,Personal,409,5,2025-02-12,260,High,Resolved
CASE-2026-2214,Family,Routine,1023,4,2023-06-09,266,High,Pending
CASE-2026-2215,Commercial,Financial,2948,3,2018-03-02,626,High,Resolved
CASE-2026-2216,Civil,Financial,907,2,2023-10-03,612,Medium,Pending
CASE-2026-2217,Civil,Personal,158,3,2025-10-21,490,Medium,Resolved
CASE-2026-2218,Traffic,Personal,2157,2,2020-05-01,60,Medium,Resolved
CASE-2026-2219,Commercial,Public Interest,2615,4,2019-01-29,740,High,Resolved
CASE-2026-2220,Family,Personal,2962,5,2018-02-16,260,High,Pending
CASE-2026-2221,Civil,Personal,1570,3,2021-12-09,417,Medium,Pending
CASE-2026-2222,Commercial,High Stakes,1552,1,2021-12-27,744,Medium,Pending
CASE-2026-2223,Commercial,Financial,1746,2,2021-06-16,608,Medium,Pending
CASE-2026-2224,Family,Personal,1126,3,2023-02-26,315,Medium,Pending
CASE-2026-2225,Commercial,Financial,3355,4,2017-01-19,579,High,Pending
CASE-2026-2226,Commercial,High Stakes,1110,4,2023-03-14,929,High,Pending
CASE-2026-2227,Criminal,Routine,3252,4,2017-05-02,244,High,Pending
CASE-2026-2228,Family,Personal,1922,5,2020-12-22,348,High,Pending
CASE-2026-2229,Civil,Personal,3049,3,2017-11-21,343,High,Pending
CASE-2026-2230,Criminal,Routine,2435,4,2019-07-28,320,High,Pending
CASE-2026-2231,Commercial,Routine,3642,5,2016-04-07,418,High,Pending
CASE-2026-2232,Criminal,High Stakes,522,4,2024-10-22,651,High,Pending
CASE-2026-2233,Civil,Routine,2697,4,2018-11-08,412,High,Pending
CASE-2026-2234,Commercial,Public Interest,1059,3,2023-05-04,730,Medium,Pending
CASE-2026-2235,Criminal,High Stakes,3297,4,2017-03-18,514,High,Pending
CASE-2026-2236,Commercial,High Stakes,3339,2,2017-02-04,686,High,Pending
CASE-2026-2237,Commercial,Personal,1946,4,2020-11-28,611,High,Resolved
CASE-2026-2238,Family,Public Interest,1188,2,2022-12-26,339,Medium,Pending
CASE-2026-2239,Criminal,Financial,1234,3,2022-11-10,485,High,Pending
CASE-2026-2240,Civil,Personal,2987,5,2018-01-22,489,High,Resolved
CASE-2026-2241,Family,High Stakes,1072,3,2023-04-21,453,Medium,Pending
CASE-2026-2242,Civil,Personal,1060,3,2023-05-03,483,Medium,Pending
CASE-2026-2243,Commercial,Public Interest,1480,2,2022-03-09,669,Medium,Resolved
CASE-2026-2244,Traffic,Personal,2452,3,2019-07-11,84,Medium,Pending
CASE-2026-2245,Criminal,Public Interest,1181,2,2023-01-02,494,Medium,Pending
CASE-2026-2246,Traffic,High Stakes,3498,5,2016-08-29,139,High,Pending
CASE-2026-2247,Traffic,Personal,1908,2,2021-01-05,30,Medium,Pending
CASE-2026-2248,Family,Financial,2075,3,2020-07-22,300,Medium,Pending
CASE-2026-2249,Family,Routine,2369,3,2019-10-02,180,Medium,Pending
CASE-2026-2250,Commercial,Public Interest,821,5,2023-12-28,813,High,Pending
CASE-2026-2251,Civil,High Stakes,286,1,2025-06-15,724,Low,Pending
CASE-2026-2252,Family,Personal,1226,3,2022-11-18,290,Medium,Pending
CASE-2026-2253,Traffic,Financial,2950,5,2018-02-28,105,High,Pending
CASE-2026-2254,Criminal,Public Interest,3430,5,2016-11-05,473,High,Resolved
CASE-2026-2255,Civil,Financial,1311,3,2022-08-25,563,Medium,Pending
CASE-2026-2256,Family,Personal,1631,1,2021-10-09,186,Medium,Resolved
CASE-2026-2257,Traffic,Personal,1403,1,2022-05-25,80,Medium,Pending
CASE-2026-2258,Family,Personal,1693,3,2021-08-08,243,Medium,Pending
CASE-2026-2259,Family,Financial,252,2,2025-07-19,392,Medium,Pending
CASE-2026-2260,Traffic,Public Interest,2803,4,2018-07-25,95,High,Pending
CASE-2026-2261,Traffic,High Stakes,1911,2,2021-01-02,107,Medium,Pending
CASE-2026-2262,Civil,Public Interest,1364,1,2022-07-03,547,Medium,Pending
CASE-2026-2263,Commercial,High Stakes,3506,4,2016-08-21,833,High,Resolved
CASE-2026-2264,Civil,Personal,2585,5,2019-02-28,491,High,Resolved
CASE-2026-2265,Family,Financial,1351,1,2022-07-16,256,Medium,Resolved
CASE-2026-2266,Civil,Routine,1265,3,2022-10-10,394,Medium,Resolved
CASE-2026-2267,Civil,Routine,2912,5,2018-04-07,382,High,Resolved
CASE-2026-2268,Family,Personal,618,4,2024-07-18,337,High,Resolved
CASE-2026-2269,Family,Routine,2129,5,2020-05-29,301,High,Pending
CASE-2026-2270,Commercial,Personal,3014,2,2017-12-26,483,High,Pending
CASE-2026-2271,Commercial,Personal,323,4,2025-05-09,605,High,Resolved
CASE-2026-2272,Traffic,Public Interest,3601,5,2016-05-18,82,High,Pending
CASE-2026-2273,Civil,Routine,473,2,2024-12-10,455,Medium,Pending
CASE-2026-2274,Criminal,High Stakes,2737,4,2018-09-29,493,High,Pending
CASE-2026-2275,Civil,High Stakes,2714,4,2018-10-22,653,High,Pending
CASE-2026-2276,Family,Personal,2002,4,2020-10-03,319,High,Resolved
CASE-2026-2277,Criminal,Financial,686,5,2024-05-11,520,High,Pending
CASE-2026-2278,Civil,Personal,877,1,2023-11-02,441,Low,Pending
CASE-2026-2279,Commercial,High Stakes,905,2,2023-10-05,843,Medium,Pending
CASE-2026-2280,Family,Routine,1531,3,2022-01-17,254,Medium,Pending
CASE-2026-2281,Commercial,Routine,349,5,2025-04-13,643,High,Pending
CASE-2026-2282,Civil,Routine,2231,5,2020-02-17,442,High,Pending
CASE-2026-2283,Family,Financial,3392,5,2016-12-13,310,High,Pending
CASE-2026-2284,Commercial,Public Interest,2473,2,2019-06-20,689,Medium,Pending
CASE-2026-2285,Commercial,Routine,1845,5,2021-03-09,577,High,Pending
CASE-2026-2286,Civil,High Stakes,3551,2,2016-07-07,559,High,Pending
CASE-2026-2287,Civil,Financial,1197,3,2022-12-17,548,Medium,Pending
CASE-2026-2288,Family,Routine,3427,3,2016-11-08,181,High,Pending
CASE-2026-2289,Civil,Routine,703,3,2024-04-24,437,Medium,Pending
CASE-2026-2290,Commercial,Public Interest,1070,2,2023-04-23,687,Medium,Resolved
CASE-2026-2291,Criminal,High Stakes,2654,5,2018-12-21,570,High,Pending
CASE-2026-2292,Criminal,Public Interest,3552,4,2016-07-06,469,High,Pending
CASE-2026-2293,Family,High Stakes,2344,4,2019-10-27,387,High,Pending
CASE-2026-2294,Civil,High Stakes,2004,4,2020-10-01,747,High,Pending
CASE-2026-2295,Criminal,Public Interest,356,4,2025-04-06,624,High,Resolved
CASE-2026-2296,Commercial,High Stakes,3359,5,2017-01-15,782,High,Pending
CASE-2026-2297,Family,Routine,3155,3,2017-08-07,133,High,Resolved
CASE-2026-2298,Criminal,Public Interest,2936,5,2018-03-14,472,High,Pending
CASE-2026-2299,Criminal,High Stakes,2283,5,2019-12-27,618,High,Pending
CASE-2026-2300,Civil,Routine,37,4,2026-02-19,542,High,Pending
CASE-2026-2301,Commercial,Personal,286,5,2025-06-15,668,High,Pending
CASE-2026-2302,Civil,High Stakes,33,5,2026-02-23,851,High,Resolved
CASE-2026-2303,Family,Public Interest,464,4,2024-12-19,450,High,Pending
CASE-2026-2304,Traffic,Routine,3148,5,2017-08-14,99,High,Resolved
CASE-2026-2305,Commercial,Routine,396,4,2025-02-25,567,High,Pending
CASE-2026-2306,Civil,Financial,24,3,2026-03-04,597,Medium,Pending
CASE-2026-2307,Family,Personal,2969,2,2018-02-09,137,High,Pending
CASE-2026-2308,Family,Routine,369,1,2025-03-24,244,Low,Pending
CASE-2026-2309,Commercial,High Stakes,2566,5,2019-03-19,890,High,Pending
CASE-2026-2310,Civil,Financial,1169,1,2023-01-14,481,Medium,Resolved
CASE-2026-2311,Criminal,High Stakes,2353,3,2019-10-18,536,High,Resolved
CASE-2026-2312,Traffic,Public Interest,632,1,2024-07-04,82,Low,Pending
CASE-2026-2313,Commercial,Financial,3078,3,2017-10-23,609,High,Pending
CASE-2026-2314,Traffic,High Stakes,1313,3,2022-08-23,144,Medium,Resolved
CASE-2026-2315,Traffic,Routine,1327,3,2022-08-09,57,Medium,Resolved
CASE-2026-2316,Traffic,Financial,3455,5,2016-10-11,84,High,Pending
CASE-2026-2317,Traffic,High Stakes,2816,4,2018-07-12,126,High,Pending
CASE-2026-2318,Criminal,Routine,2427,4,2019-08-05,269,High,Pending
CASE-2026-2319,Criminal,Financial,2133,3,2020-05-25,421,High,Pending
CASE-2026-2320,Traffic,Financial,1963,5,2020-11-11,200,High,Pending
CASE-2026-2321,Commercial,Routine,2825,5,2018-07-03,483,High,Pending
CASE-2026-2322,Civil,Financial,1797,2,2021-04-26,531,Medium,Pending
CASE-2026-2323,Traffic,Routine,579,2,2024-08-26,136,Medium,Pending
CASE-2026-2324,Civil,Financial,3090,3,2017-10-11,485,High,Pending
CASE-2026-2325,Criminal,Public Interest,2902,5,2018-04-17,508,High,Resolved
CASE-2026-2326,Traffic,Financial,1819,4,2021-04-04,87,High,Pending
CASE-2026-2327,Commercial,Public Interest,301,2,2025-05-31,739,Medium,Pending
CASE-2026-2328,Criminal,Personal,525,2,2024-10-19,358,Medium,Pending
CASE-2026-2329,Criminal,Public Interest,1693,5,2021-08-08,536,High,Pending
CASE-2026-2330,Family,Routine,2005,5,2020-09-30,311,High,Pending
CASE-2026-2331,Traffic,Routine,2309,3,2019-12-01,30,Medium,Resolved
CASE-2026-2332,Criminal,Routine,1694,3,2021-08-07,356,High,Resolved
CASE-2026-2333,Family,High Stakes,2554,3,2019-03-31,376,High,Resolved
CASE-2026-2334,Criminal,Personal,2627,4,2019-01-17,343,High,Pending
CASE-2026-2335,Civil,High Stakes,2825,5,2018-07-03,718,High,Resolved
CASE-2026-2336,Civil,Personal,1293,2,2022-09-12,432,Medium,Resolved
CASE-2026-2337,Traffic,Personal,118,1,2025-11-30,69,Low,Pending
CASE-2026-2338,Traffic,High Stakes,124,5,2025-11-24,284,High,Pending
CASE-2026-2339,Commercial,Public Interest,313,5,2025-05-19,861,High,Resolved
CASE-2026-2340,Family,Financial,3182,2,2017-07-11,242,High,Pending
CASE-2026-2341,Family,Public Interest,2804,4,2018-07-24,372,High,Pending
CASE-2026-2342,Civil,Routine,2174,3,2020-04-14,398,Medium,Pending
CASE-2026-2343,Commercial,Public Interest,2180,3,2020-04-08,673,Medium,Pending
CASE-2026-2344,Criminal,High Stakes,2547,4,2019-04-07,601,High,Pending
CASE-2026-2345,Criminal,Financial,2481,5,2019-06-12,505,High,Pending
CASE-2026-2346,Civil,Financial,3494,5,2016-09-02,549,High,Pending
CASE-2026-2347,Family,Routine,2261,3,2020-01-18,180,Medium,Resolved
CASE-2026-2348,Criminal,Public Interest,1871,4,2021-02-11,490,High,Pending
CASE-2026-2349,Commercial,Routine,986,2,2023-07-16,463,Medium,Pending
CASE-2026-2350,Civil,Financial,972,5,2023-07-30,695,High,Pending
CASE-2026-2351,Civil,Personal,3068,2,2017-11-02,354,High,Pending
CASE-2026-2352,Family,Financial,2011,3,2020-09-24,343,Medium,Pending
CASE-2026-2353,Criminal,Financial,997,5,2023-07-05,497,High,Pending
CASE-2026-2354,Commercial,Routine,2615,2,2019-01-29,386,High,Resolved
CASE-2026-2355,Traffic,Financial,1385,3,2022-06-12,102,Medium,Pending
CASE-2026-2356,Civil,Financial,995,5,2023-07-07,692,High,Pending
CASE-2026-2357,Traffic,High Stakes,2458,3,2019-07-05,95,Medium,Pending
CASE-2026-2358,Commercial,Personal,1218,4,2022-11-26,595,High,Resolved
CASE-2026-2359,Family,Personal,1514,4,2022-02-03,342,High,Pending
CASE-2026-2360,Traffic,Financial,842,3,2023-12-07,155,Medium,Pending
CASE-2026-2361,Family,High Stakes,3463,4,2016-10-03,404,High,Pending
CASE-2026-2362,Traffic,High Stakes,2235,5,2020-02-13,122,High,Pending
CASE-2026-2363,Traffic,Financial,2120,5,2020-06-07,169,High,Pending
CASE-2026-2364,Family,Public Interest,3135,5,2017-08-27,313,High,Resolved
CASE-2026-2365,Criminal,High Stakes,2867,3,2018-05-22,524,High,Pending
CASE-2026-2366,Civil,Financial,2913,4,2018-04-06,488,High,Pending
CASE-2026-2367,Family,Public Interest,168,2,2025-10-11,445,Medium,Pending
CASE-2026-2368,Traffic,Routine,2685,4,2018-11-20,97,High,Pending
CASE-2026-2369,Traffic,Financial,1063,4,2023-04-30,209,High,Pending
CASE-2026-2370,Commercial,Public Interest,2911,4,2018-04-08,702,High,Pending
CASE-2026-2371,Criminal,Personal,454,4,2024-12-29,488,High,Pending
CASE-2026-2372,Commercial,High Stakes,2852,3,2018-06-06,826,High,Resolved
CASE-2026-2373,Commercial,Routine,1303,4,2022-09-02,545,High,Resolved
CASE-2026-2374,Family,Financial,1523,5,2022-01-25,355,High,Pending
CASE-2026-2375,Traffic,Public Interest,2567,2,2019-03-18,30,High,Pending
CASE-2026-2376,Family,High Stakes,2386,4,2019-09-15,412,High,Pending
CASE-2026-2377,Commercial,Public Interest,3173,3,2017-07-20,665,High,Pending
CASE-2026-2378,Traffic,High Stakes,1751,5,2021-06-11,188,High,Resolved
CASE-2026-2379,Commercial,Financial,992,3,2023-07-10,692,Medium,Pending
CASE-2026-2380,Civil,Routine,2361,4,2019-10-10,351,High,Pending
CASE-2026-2381,Family,Routine,303,2,2025-05-29,238,Medium,Pending
CASE-2026-2382,Traffic,Routine,1609,2,2021-10-31,89,Medium,Pending
CASE-2026-2383,Criminal,Financial,1706,3,2021-07-26,420,High,Pending
CASE-2026-2384,Civil,Financial,3307,3,2017-03-08,452,High,Pending
CASE-2026-2385,Criminal,High Stakes,1784,2,2021-05-09,489,Medium,Pending
CASE-2026-2386,Commercial,High Stakes,1546,2,2022-01-02,810,Medium,Resolved
CASE-2026-2387,Civil,Financial,1008,2,2023-06-24,509,Medium,Pending
CASE-2026-2388,Civil,Public Interest,1951,3,2020-11-23,624,Medium,Pending
CASE-2026-2389,Criminal,Financial,3121,4,2017-09-10,446,High,Resolved
CASE-2026-2390,Criminal,Public Interest,132,5,2025-11-16,665,High,Pending
CASE-2026-2391,Commercial,Financial,2833,4,2018-06-25,593,High,Pending
CASE-2026-2392,Commercial,High Stakes,3388,3,2016-12-17,775,High,Pending
CASE-2026-2393,Family,High Stakes,2556,3,2019-03-29,343,High,Pending
CASE-2026-2394,Traffic,Routine,3548,5,2016-07-10,94,High,Pending
CASE-2026-2395,Traffic,Public Interest,1350,5,2022-07-17,236,High,Pending
CASE-2026-2396,Traffic,Routine,1285,5,2022-09-20,126,High,Pending
CASE-2026-2397,Criminal,Financial,2666,5,2018-12-09,417,High,Pending
CASE-2026-2398,Commercial,High Stakes,608,1,2024-07-28,871,Low,Pending
CASE-2026-2399,Criminal,Personal,982,4,2023-07-20,444,High,Pending
CASE-2026-2400,Family,Public Interest,2549,4,2019-04-05,341,High,Resolved
CASE-2026-2401,Criminal,Routine,3133,5,2017-08-29,325,High,Pending
CASE-2026-2402,Commercial,Public Interest,3199,5,2017-06-24,665,High,Pending
CASE-2026-2403,Civil,Personal,3150,3,2017-08-12,395,High,Pending
CASE-2026-2404,Traffic,Public Interest,1854,5,2021-02-28,203,High,Resolved
